Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
web type,72,72,70,43,2.89,https://marker.io/blog/web-typography-best-practices,0,0,0.00,0.15,7010000000,"[0,0,0,0,2,2,2,2,0,100,2,2]",2026-03-29,"Image pack, Sitelinks, Video, Video Carousel, Related searches",navigational,Organic
asana github integration,66,0,140,32,6.87,https://marker.io/,0,0,0.00,0.24,2330000,"[66,80,100,52,66,66,66,66,66,52,52,42]",2026-04-17,"Video, Video Carousel, Related searches, AI overview",informational,Organic
asana github integration,68,0,140,32,6.87,https://marker.io/,0,0,0.00,0.24,2330000,"[66,80,100,52,66,66,66,66,66,52,52,42]",2026-04-17,"Video, Video Carousel, Related searches, AI overview",informational,Organic
screen grabber chrome,23,23,40,63,1.07,https://marker.io/blog/google-chrome-screenshot-extensions,0,0,0.00,0.1,24200000,"[7,7,7,0,0,7,7,3,11,3,100,3]",2026-03-10,"Video, Ads bottom, Video Carousel, Related searches",informational,Organic
chrome extension screenshot,12,12,590,41,1.96,https://marker.io/blog/google-chrome-screenshot-extensions,0,0,0.00,0.21,0,"[24,30,24,20,55,45,67,30,67,100,36,55]",2026-03-15,"Video, Related searches, AI overview",informational,Organic
chrome extension screenshot,21,21,590,41,1.96,https://marker.io/blog/google-chrome-screenshot-extensions,0,0,0.00,0.21,0,"[24,30,24,20,55,45,67,30,67,100,36,55]",2026-03-15,"Video, Related searches, AI overview",informational,Organic
screenshot capture chrome,19,19,320,64,1.07,https://marker.io/blog/google-chrome-screenshot-extensions,0,0,0.00,0.1,97900000,"[8,3,7,20,13,1,1,34,13,16,8,8]",2026-03-31,"Video, Image, Ads top, Video Carousel, Related searches, AI overview",informational,Organic
azure soc reports,59,59,40,34,8.99,https://marker.io/,0,0,0.00,0.14,12700000,"[100,50,14,14,14,28,14,21,14,21,28,78]",2026-04-08,"Sitelinks, Video, Ads top, Related searches","navigational, transactional",Organic
web ui design tool,63,63,70,65,4.11,https://marker.io/blog/web-design-tools,0,0,0.00,0.42,142,"[100,64,64,11,52,64,100,11,11,11,11,11]",2026-03-22,"Sitelinks, Video, Related searches",informational,Organic
basecamp free trial,46,46,170,30,0.00,https://marker.io/,0,0,0.00,0.25,1160000,"[2,4,4,5,4,2,23,15,23,9,100,66]",2026-04-09,"Sitelinks, Video, Ads bottom, Related searches","navigational, transactional",Organic
basecamp free trial,55,55,170,30,0.00,https://marker.io/,0,0,0.00,0.25,1160000,"[2,4,4,5,4,2,23,15,23,9,100,66]",2026-04-09,"Sitelinks, Video, Ads bottom, Related searches","navigational, transactional",Organic
basecamp free trial,74,74,170,30,0.00,https://marker.io/,0,0,0.00,0.25,1160000,"[2,4,4,5,4,2,23,15,23,9,100,66]",2026-04-09,"Sitelinks, Video, Ads bottom, Related searches","navigational, transactional",Organic
trello jira integration,79,79,320,41,6.10,https://marker.io/,0,0,0.00,0.14,2710000,"[19,29,44,15,19,19,36,36,100,36,36,44]",2026-03-30,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
jira test plan,43,43,70,28,4.27,https://marker.io/blog/write-test-cases-jira,0,0,0.00,0.52,22200000,"[9,42,52,52,33,33,23,23,66,23,19,33]",2026-04-16,"Image pack, Video, Video Carousel, Related searches, AI overview",informational,Organic
jira test plan,50,50,70,28,4.27,https://marker.io/blog/write-test-cases-jira,0,0,0.00,0.52,22200000,"[9,42,52,52,33,33,23,23,66,23,19,33]",2026-04-16,"Image pack, Video, Video Carousel, Related searches, AI overview",informational,Organic
uat.,36,36,170,62,4.40,https://marker.io/blog/user-acceptance-testing,0,0,0.00,0.04,19300000,"[5,20,2,2,2,1,7,4,2,2,2,68]",2026-04-12,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches, AI overview","informational, navigational",Organic
uat.,44,44,170,62,4.40,https://marker.io/,0,0,0.00,0.04,19300000,"[5,20,2,2,2,1,7,4,2,2,2,68]",2026-04-12,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches, AI overview","informational, navigational",Organic
how to annotate online articles,37,37,70,34,1.49,https://marker.io/blog/website-annotation-tools,0,0,0.00,0.2,22500000,"[100,100,100,100,27,18,45,27,100,81,81,18]",2026-03-22,"Image pack, Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
logrocket vs sentry,45,45,30,21,8.90,https://marker.io/,0,0,0.00,0.49,0,"[42,28,57,28,57,28,71,57,28,28,42,28]",2026-03-14,"Sitelinks, Video, Related searches, AI overview",commercial,Organic
automated regression testing gpt features ci/cd,56,56,50,3,0.00,https://marker.io/blog/regression-testing,0,0,0.00,0,113000,"[36,100,81,36,0]",2026-03-02,"Sitelinks, Video, Related searches, AI overview",informational,Organic
automated regression testing gpt features ci/cd,63,63,50,3,0.00,https://marker.io/blog/regression-testing,0,0,0.00,0,113000,"[36,100,81,36,0]",2026-03-02,"Sitelinks, Video, Related searches, AI overview",informational,Organic
website redesign tools,43,43,40,93,6.57,https://marker.io/blog/web-design-tools,0,0,0.00,0.28,45900000,"[0,0,0,0,100,0,35,50,28,50,50,50]",2026-03-25,"Sitelinks, Video, Video Carousel, Related searches, AI overview",commercial,Organic
best tools to build a website,93,93,30,69,11.37,https://marker.io/blog/web-design-tools,0,0,0.00,0.74,1650000000,"[0,100,0,0,41,0,17,23,0,5,0,0]",2026-02-28,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",commercial,Organic
online bug tracker,11,11,110,72,0.00,https://marker.io/bug-tracker,0,0,0.00,0.06,451000000,"[64,23,11,41,41,64,82,82,64,82,82,82]",2026-04-08,"Sitelinks, Video, Ads bottom, Related searches",commercial,Organic
online bug tracker,21,21,110,72,0.00,https://marker.io/,0,0,0.00,0.06,451000000,"[64,23,11,41,41,64,82,82,64,82,82,82]",2026-04-08,"Sitelinks, Video, Ads bottom, Related searches",commercial,Organic
website overhaul,47,47,40,23,21.11,https://marker.io/blog/website-redesign,0,0,0.00,0.51,51900000,"[6,6,6,9,6,6,28,28,15,6,6,21]",2026-03-08,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
web design software,55,55,3600,72,4.81,https://marker.io/blog/web-design-tools,0,0,0.00,0.34,1420000000,"[29,35,100,66,44,35,35,35,54,29,29,16]",2026-04-15,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
best annotation tools for client feedback on web projects,62,62,50,4,0.00,https://marker.io/,0,0,0.00,0,160,[100],2026-03-05,"Video, Related searches, Discussions and forums, AI overview",commercial,Organic
example of bug,37,37,50,21,0.00,https://marker.io/blog/how-to-write-bug-report,0,0,0.00,0,0,"[0,7,19,15,15,11,0,7,15,11,65,100]",2026-03-13,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
online feedback tool,22,22,170,75,11.14,https://marker.io/,0,0,0.00,0.17,0,"[28,28,43,43,34,28,100,81,81,65,81,53]",2026-03-19,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches, AI overview","commercial, informational",Organic
online feedback tool,30,30,170,75,11.14,https://marker.io/,0,0,0.00,0.17,0,"[28,28,43,43,34,28,100,81,81,65,81,53]",2026-03-19,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches, AI overview","commercial, informational",Organic
development testing staging production environments,54,54,30,33,10.48,https://marker.io/blog/staging-environment,0,0,0.00,0.24,26700000,"[18,36,18,18,18,18,18,18,18,36,45,27]",2026-02-22,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
usersnap free alternative,25,25,50,1,0.00,https://marker.io/usersnap-alternative,0,0,0.00,0.86,17000,"[18,18,18,18,45,81,100,63,63,63,63,63]",2026-02-25,"Sitelinks, Related searches, Discussions and forums, AI overview",commercial,Organic
screen shot extensions,9,9,30,23,1.66,https://marker.io/blog/google-chrome-screenshot-extensions,0,0,0.00,0.26,23300000,"[0,0,66,0,0,0,0,0,0,0,0,0]",2026-02-27,"Sitelinks, Video, People also ask, Related searches, AI overview","informational, transactional",Organic
cross browser test,47,47,50,52,8.98,https://marker.io/blog/cross-browser-testing-tools,0,0,0.00,0.46,625000000,"[5,7,1,12,12,5,5,1,7,12,3,1]",2026-02-24,"Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches",commercial,Organic
cross browser test,73,73,50,52,8.98,https://marker.io/blog/cross-browser-testing-tools,0,0,0.00,0.46,625000000,"[5,7,1,12,12,5,5,1,7,12,3,1]",2026-02-24,"Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches",commercial,Organic
markee,83,83,1300,38,0.00,https://marker.io/,0,0,0.00,0,880000,"[22,22,29,29,36,22,29,22,22,22,29,22]",2026-02-24,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
record user sessions,31,31,70,24,19.63,https://marker.io/features/session-replay,0,0,0.00,0.8,259000000,"[0,41,29,52,41,52,52,64,82,29,11,17]",2026-02-27,"Video, Ads top, Video Carousel, Related searches, Ads middle, AI overview","commercial, informational",Organic
acceptance testing sample,8,8,30,23,3.97,https://marker.io/blog/user-acceptance-testing-template,0,0,0.00,0.16,154000000,"[9,23,14,0,33,9,9,19,0,14,9,19]",2026-03-02,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
acceptance testing sample,21,21,30,23,3.97,https://marker.io/blog/user-acceptance-testing-template,0,0,0.00,0.16,154000000,"[9,23,14,0,33,9,9,19,0,14,9,19]",2026-03-02,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
user testing tool,54,54,70,57,11.05,https://marker.io/blog/usability-testing-tools,0,0,0.00,0.16,537000000,"[42,4,0,4,0,0,33,80,33,19,19,100]",2026-03-31,"Sitelinks, Video, Ads bottom, Related searches, AI overview",informational,Organic
feedback widgets,45,45,30,11,6.40,https://marker.io/blog/feedback-widget,0,0,0.00,0.39,85100000,"[14,14,14,28,28,28,71,71,57,57,57,42]",2026-03-21,"Sitelinks, Video, Ads bottom, Related searches",commercial,Organic
widgets html,64,64,40,19,1.75,https://marker.io/blog/website-widgets,0,0,0.00,0.12,80600000,"[41,0,5,100,41,23,0,0,0,0,100,0]",2026-03-30,"Video, Video Carousel, People also ask, Related searches",informational,Organic
sample test plan example,27,27,50,28,4.60,https://marker.io/blog/test-plan-template,0,0,0.00,0.02,515000000,"[15,29,0,2,5,3,3,5,0,3,5,2]",2026-03-28,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
linear okr integration,15,15,50,5,0.00,https://marker.io/blog/linear-integrations,0,0,0.00,0,44800,"[100,0,0]",2026-03-23,"Sitelinks, Video, Ads bottom, Related searches",commercial,Organic
linear okr integration,33,33,50,5,0.00,https://marker.io/blog/linear-integrations,0,0,0.00,0,44800,"[100,0,0]",2026-03-23,"Sitelinks, Video, Ads bottom, Related searches",commercial,Organic
issue management solution,68,68,50,23,0.00,https://marker.io/blog/issue-tracking-software,0,0,0.00,0.33,149,"[18,63,36,63,45,18,18,100,81,45,63,81]",2026-03-05,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
bug report template,91,91,480,20,5.22,https://marker.io/blog/how-to-write-bug-report,0,0,0.00,0.18,89900000,"[24,55,67,45,24,20,30,36,100,16,16,20]",2026-04-06,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
web easy design software,33,33,40,28,7.56,https://marker.io/blog/web-design-tools,0,0,0.00,0.8,681000000,"[18,18,18,100,100,18,18,18,18,100,18,18]",2026-03-02,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
web easy design software,41,41,40,28,7.56,https://marker.io/blog/web-design-tools,0,0,0.00,0.8,681000000,"[18,18,18,100,100,18,18,18,18,100,18,18]",2026-03-02,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
web easy design software,68,68,40,28,7.56,https://marker.io/blog/web-design-tools,0,0,0.00,0.8,681000000,"[18,18,18,100,100,18,18,18,18,100,18,18]",2026-03-02,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
user testing script examples,3,3,110,16,0.00,https://marker.io/blog/usability-testing-template,0,0,0.00,0,316000000,"[3,3,18,18,28,11,8,8,11,8,11,100]",2026-04-07,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Image pack
user testing script examples,3,3,110,16,0.00,https://marker.io/blog/usability-testing-template,0,0,0.00,0,316000000,"[3,3,18,18,28,11,8,8,11,8,11,100]",2026-04-07,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Image pack
user testing script examples,80,80,110,16,0.00,https://marker.io/blog/usability-testing-template,0,0,0.00,0,316000000,"[3,3,18,18,28,11,8,8,11,8,11,100]",2026-04-07,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
project management website template,26,26,70,18,3.88,https://marker.io/blog/website-project-plan-template,0,0,0.00,0.19,279000000,"[9,52,33,23,23,19,14,23,9,66,33,52]",2026-03-01,"Image pack, Video, Image, Related searches",commercial,Organic
give me visual feedback tools that integrate with asana,19,19,70,17,0.00,https://marker.io/blog/asana-integrations,0,0,0.00,0,0,"[100,100,64,0,0]",2026-03-08,"Video, Related searches, AI overview","navigational, transactional",Organic
give me visual feedback tools that integrate with asana,27,27,70,17,0.00,https://marker.io/blog/asana-integrations,0,0,0.00,0,0,"[100,100,64,0,0]",2026-03-08,"Video, Related searches, AI overview","navigational, transactional",Organic
software test plan document,32,32,90,29,0.00,https://marker.io/blog/test-plan-template,0,0,0.00,0.02,294000000,"[52,64,82,82,64,52,41,52,41,41,41,41]",2026-04-14,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
unmoderated usability testing tools,56,56,50,19,14.97,https://marker.io/blog/usability-testing-tools,0,0,0.00,0.48,145,"[28,28,57,42,71,42,100,100,100,71,100,100]",2026-04-04,"Sitelinks, Video, People also ask, Related searches, Discussions and forums",informational,Organic
template of a project plan,87,87,110,36,3.63,https://marker.io/blog/website-project-plan-template,0,0,0.00,0.99,155,"[0,0,0,0,1,0,0,0,2,100,0,0]",2026-03-23,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
monday com soc 2,46,46,30,11,29.61,https://marker.io/,0,0,0.00,0.41,6690000,"[18,18,100,18,18,18,18,18,18,18,18,18]",2026-02-22,"Sitelinks, Video, People also ask, Related searches","informational, transactional",Organic
monday com soc 2,75,75,30,11,29.61,https://marker.io/blog/soc-2,0,0,0.00,0.41,6690000,"[18,18,100,18,18,18,18,18,18,18,18,18]",2026-02-22,"Sitelinks, Video, People also ask, Related searches","informational, transactional",Organic
annotation tools,80,80,590,50,2.12,https://marker.io/blog/website-annotation-tools,0,0,0.00,0.45,56800000,"[2,1,2,3,1,2,2,3,4,5,3,3]",2026-02-26,"Sitelinks, Video, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
uat software tools,14,14,110,19,0.00,https://marker.io/blog/user-acceptance-testing-tools,0,0,0.00,0.33,6220000,"[2,3,2,2,3,3,100,5,4,1,2,4]",2026-04-13,"Image pack, Sitelinks, Video, Ads bottom, Related searches, Discussions and forums, AI overview",commercial,Organic
uat software tools,30,30,110,19,0.00,https://marker.io/,0,0,0.00,0.33,6220000,"[2,3,2,2,3,3,100,5,4,1,2,4]",2026-04-13,"Image pack, Sitelinks, Video, Ads bottom, Related searches, Discussions and forums, AI overview",commercial,Organic
design questionnaire,2,2,70,35,4.27,https://marker.io/blog/website-design-questionnaire,0,0,0.00,0.22,101000000,"[19,33,33,100,19,19,23,42,42,23,14,9]",2026-02-26,"Image pack, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,Image pack
design questionnaire,11,11,70,35,4.27,https://marker.io/blog/website-design-questionnaire,0,0,0.00,0.22,101000000,"[19,33,33,100,19,19,23,42,42,23,14,9]",2026-02-26,"Image pack, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
design questionnaire,18,18,70,35,4.27,https://marker.io/blog/website-design-questionnaire,0,0,0.00,0.22,101000000,"[19,33,33,100,19,19,23,42,42,23,14,9]",2026-02-26,"Image pack, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
tracking issue system,32,32,140,31,12.76,https://marker.io/blog/issue-tracking-software,0,0,0.00,0.34,140,"[15,18,6,18,100,54,11,15,23,11,8,11]",2026-04-16,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
tracking issue system,76,76,140,31,12.76,https://marker.io/blog/issue-tracking-software,0,0,0.00,0.34,140,"[15,18,6,18,100,54,11,15,23,11,8,11]",2026-04-16,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
